USERID,GENDER,RACE,PROVINCE,CHANNEL2,AGE_GROUP,DAY_OF_WEEK,TIME_BLOCK_SAST,TOTAL_SESSIONS,TOTAL_VIEWING_MINUTES,AVG_SESSION_LENGTH,UNIQUE_VIEWERS
892465,male,black,Gauteng,CNN,Adults,Fri,Afternoon,1,0.616667,0.616667000000,1
771793,female,indian_asian,Western Cape,Supersport Live Events,Adults,Sun,Morning,1,0.000000,0.000000000000,1
808948,female,coloured,Western Cape,Channel O,Adults,Wed,Night,1,0.450000,0.450000000000,1
831713,female,black,North West,Trace TV,Youth,Mon,Morning,1,7.100000,7.100000000000,1
939602,male,coloured,Eastern Cape,Cartoon Network,Youth,Fri,Night,2,0.183333,0.091666500000,1
892523,male,coloured,Limpopo,ICC Cricket World Cup 2011,Youth,Wed,Afternoon,1,1.800000,1.800000000000,1
771867,male,black,Gauteng,Supersport Live Events,Kids,Sun,Late Night,1,0.000000,0.000000000000,1
771867,male,black,Gauteng,Supersport Live Events,Kids,Fri,Afternoon,1,1.333333,1.333333000000,1
809010,male,coloured,Gauteng,Cartoon Network,Youth,Tue,Afternoon,1,7.183333,7.183333000000,1
2090538,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Adults,Wed,Afternoon,1,29.933333,29.933333000000,1
808979,female,white,Free State,E! Entertainment,Youth,Mon,Night,1,4.866667,4.866667000000,1
866202,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Wed,Afternoon,1,2.200000,2.200000000000,1
788725,male,black,Free State,Trace TV,Youth,Fri,Afternoon,1,0.000000,0.000000000000,1
747690,female,black,Gauteng,Trace TV,Youth,Sat,Night,1,0.250000,0.250000000000,1
930093,male,indian_asian,Gauteng,SawSee,Adults,Wed,Night,1,4.833333,4.833333000000,1
809043,male,black,Gauteng,Trace TV,Youth,Fri,Morning,1,20.400000,20.400000000000,1
809076,male,coloured,Western Cape,ICC Cricket World Cup 2011,Youth,Sat,Afternoon,1,5.000000,5.000000000000,1
859438,male,coloured,Western Cape,Channel O,Youth,Fri,Late Night,1,0.650000,0.650000000000,1
939807,male,coloured,Western Cape,Channel O,Youth,Wed,Night,1,1.250000,1.250000000000,1
904484,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Kids,Sat,Night,1,1.833333,1.833333000000,1
2414971,male,white,Gauteng,Supersport Live Events,Youth,Tue,Afternoon,1,0.333333,0.333333000000,1
820653,male,black,Gauteng,Trace TV,Adults,Thu,Night,1,55.550000,55.550000000000,1
936702,male,black,Kwazulu Natal,Trace TV,Youth,Wed,Night,1,0.000000,0.000000000000,1
764531,male,coloured,Limpopo,Supersport Live Events,Adults,Tue,Night,1,0.833333,0.833333000000,1
803732,male,indian_asian,Kwazulu Natal,Channel O,Adults,Fri,Late Night,1,1.350000,1.350000000000,1
638935,None,None,None,Cartoon Network,Kids,Thu,Afternoon,1,5.016667,5.016667000000,1
790685,male,black,Kwazulu Natal,Africa Magic,Youth,Sun,Morning,1,0.033333,0.033333000000,1
779642,male,black,Gauteng,Channel O,Adults,Fri,Night,1,1.500000,1.500000000000,1
788949,male,white,Gauteng,Supersport Live Events,Youth,Wed,Afternoon,1,1.333333,1.333333000000,1
772098,male,white,Western Cape,Supersport Live Events,Adults,Sat,Night,1,17.033333,17.033333000000,1
892807,male,indian_asian,Mpumalanga,Supersport Live Events,Youth,Thu,Afternoon,1,1.566667,1.566667000000,1
866512,male,white,Gauteng,E! Entertainment,Youth,Sat,Afternoon,1,0.433333,0.433333000000,1
904945,male,None,Kwazulu Natal,ICC Cricket World Cup 2011,Youth,Fri,Afternoon,1,6.833333,6.833333000000,1
2360149,male,coloured,Eastern Cape,ICC Cricket World Cup 2011,Adults,Sat,Night,1,1.533333,1.533333000000,1
809325,female,black,Eastern Cape,Trace TV,Kids,Sat,Afternoon,1,3.850000,3.850000000000,1
819528,male,black,Gauteng,Boomerang,Kids,Tue,Afternoon,1,0.000000,0.000000000000,1
789053,female,black,Gauteng,Boomerang,Youth,Thu,Late Night,1,13.850000,13.850000000000,1
899033,male,indian_asian,Limpopo,Supersport Live Events,Youth,Thu,Afternoon,1,0.000000,0.000000000000,1
789060,male,black,Gauteng,CNN,Youth,Sat,Night,1,1.350000,1.350000000000,1
869328,female,indian_asian,Gauteng,Cartoon Network,Adults,Wed,Afternoon,1,1.016667,1.016667000000,1
772209,male,None,Mpumalanga,Channel O,Youth,Sat,Afternoon,1,4.050000,4.050000000000,1
2287122,male,coloured,Western Cape,Supersport Live Events,Youth,Sat,Afternoon,1,31.800000,31.800000000000,1
772243,male,coloured,Eastern Cape,CNN,Youth,Thu,Night,1,3.866667,3.866667000000,1
859872,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Adults,Sat,Afternoon,1,22.933333,22.933333000000,1
779785,male,black,Kwazulu Natal,Africa Magic,Adults,Tue,Afternoon,1,0.283333,0.283333000000,1
789109,female,black,Gauteng,Channel O,Youth,Thu,Afternoon,1,44.600000,44.600000000000,1
851227,male,black,Gauteng,ICC Cricket World Cup 2011,Youth,Sun,Morning,1,10.033333,10.033333000000,1
901691,male,white,Kwazulu Natal,ICC Cricket World Cup 2011,Youth,Fri,Afternoon,1,4.500000,4.500000000000,1
851273,male,black,Kwazulu Natal,Africa Magic,Adults,Sun,Afternoon,1,4.300000,4.300000000000,1
789155,female,black,Gauteng,E! Entertainment,Adults,Wed,Afternoon,1,38.400000,38.400000000000,1
593867,male,white,Gauteng,Cartoon Network,Youth,Fri,Morning,1,1.150000,1.150000000000,1
2360384,male,black,Mpumalanga,Boomerang,Adults,Fri,Night,1,0.316667,0.316667000000,1
940243,male,black,Gauteng,SuperSport Blitz,Adults,Thu,Afternoon,1,0.666667,0.666667000000,1
789202,male,coloured,Western Cape,Channel O,Youth,Sun,Afternoon,1,17.800000,17.800000000000,1
1457213,male,black,Gauteng,SuperSport Blitz,Adults,Sat,Morning,1,0.000000,0.000000000000,1
2287393,male,black,Kwazulu Natal,Supersport Live Events,Adults,Wed,Morning,1,0.966667,0.966667000000,1
772450,male,None,Western Cape,Supersport Live Events,Youth,Tue,Night,1,79.066667,79.066667000000,1
869425,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Fri,Afternoon,2,50.600000,25.300000000000,1
940281,male,white,Gauteng,Boomerang,Youth,Tue,Morning,1,0.000000,0.000000000000,1
1107332,male,black,Gauteng,SuperSport Blitz,Youth,Sun,Morning,1,0.133333,0.133333000000,1
772475,male,white,Gauteng,Trace TV,Kids,Fri,Night,1,0.950000,0.950000000000,1
772475,male,white,Gauteng,Cartoon Network,Kids,Sun,Night,1,10.133333,10.133333000000,1
821222,female,black,Limpopo,Supersport Live Events,Senior,Fri,Afternoon,1,1.066667,1.066667000000,1
809658,male,black,Western Cape,Supersport Live Events,Adults,Tue,Night,1,1.633333,1.633333000000,1
779975,female,black,Western Cape,Trace TV,Adults,Sun,Late Night,1,0.250000,0.250000000000,1
940434,male,coloured,Western Cape,DStv Events 1,Youth,Tue,Night,1,1.666667,1.666667000000,1
440632,female,coloured,Western Cape,Trace TV,Youth,Fri,Morning,1,3.750000,3.750000000000,1
809704,female,None,Gauteng,SuperSport Blitz,Youth,Mon,Night,1,0.200000,0.200000000000,1
723671,male,black,Gauteng,Supersport Live Events,Youth,Tue,Night,1,0.966667,0.966667000000,1
809726,male,indian_asian,Limpopo,SuperSport Blitz,Youth,Wed,Afternoon,1,1.533333,1.533333000000,1
2287668,male,black,Kwazulu Natal,Channel O,Youth,Fri,Morning,1,0.700000,0.700000000000,1
809756,male,black,Free State,Channel O,Youth,Wed,Afternoon,1,4.200000,4.200000000000,1
2415070,male,coloured,Western Cape,Cartoon Network,Adults,Sun,Night,1,1.183333,1.183333000000,1
2360820,male,black,North West,SuperSport Blitz,Adults,Sat,Morning,1,12.933333,12.933333000000,1
2369752,male,black,Gauteng,Cartoon Network,Adults,Mon,Afternoon,1,6.900000,6.900000000000,1
2369759,male,indian_asian,Limpopo,Supersport Live Events,Youth,Thu,Afternoon,1,10.533333,10.533333000000,1
780070,male,white,Gauteng,Boomerang,Youth,Sun,Afternoon,1,1.350000,1.350000000000,1
2369790,male,indian_asian,Mpumalanga,Cartoon Network,Youth,Fri,Afternoon,1,0.533333,0.533333000000,1
2000285,male,white,Gauteng,ICC Cricket World Cup 2011,Youth,Fri,Morning,1,2.200000,2.200000000000,1
772606,male,black,Kwazulu Natal,Channel O,Youth,Fri,Night,1,16.600000,16.600000000000,1
819774,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Tue,Morning,1,3.766667,3.766667000000,1
809825,male,black,Gauteng,Africa Magic,Youth,Tue,Night,1,0.316667,0.316667000000,1
2369889,male,black,North West,Channel O,Youth,Mon,Morning,1,0.300000,0.300000000000,1
780108,male,white,Kwazulu Natal,CNN,Adults,Thu,Afternoon,1,7.483333,7.483333000000,1
2287875,male,black,Gauteng,ICC Cricket World Cup 2011,Adults,Wed,Afternoon,1,0.000000,0.000000000000,1
893356,male,indian_asian,Eastern Cape,E! Entertainment,Youth,Sat,Afternoon,1,1.733333,1.733333000000,1
940611,male,black,Gauteng,CNN,Youth,Sat,Late Night,1,2.016667,2.016667000000,1
809866,male,black,Mpumalanga,Trace TV,Youth,Sun,Night,1,2.150000,2.150000000000,1
820077,male,coloured,Western Cape,Cartoon Network,Adults,Tue,Late Night,1,34.100000,34.100000000000,1
893436,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Tue,Afternoon,1,34.033333,34.033333000000,1
809971,male,black,North West,SuperSport Blitz,Youth,Sun,Night,1,12.533333,12.533333000000,1
831314,male,black,North West,Cartoon Network,Youth,Thu,Night,1,1.016667,1.016667000000,1
809980,male,indian_asian,Kwazulu Natal,Cartoon Network,Youth,Tue,Afternoon,1,0.083333,0.083333000000,1
832876,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Adults,Wed,Afternoon,2,46.566667,23.283333500000,1
1108140,male,black,Kwazulu Natal,Trace TV,Youth,Tue,Night,1,0.050000,0.050000000000,1
624424,male,indian_asian,Kwazulu Natal,Supersport Live Events,Youth,Fri,Late Night,1,1.300000,1.300000000000,1
2204671,male,coloured,Western Cape,Boomerang,Adults,Thu,Night,1,4.216667,4.216667000000,1
940895,female,None,Gauteng,Trace TV,Youth,Thu,Night,1,0.400000,0.400000000000,1
772921,male,black,Mpumalanga,Cartoon Network,Youth,Fri,Night,1,14.683333,14.683333000000,1
773039,male,indian_asian,Kwazulu Natal,E! Entertainment,Youth,Tue,Night,1,6.166667,6.166667000000,1
833157,male,black,Gauteng,ICC Cricket World Cup 2011,Youth,Wed,Morning,1,7.466667,7.466667000000,1
621261,male,black,North West,SuperSport Blitz,Youth,Fri,Night,1,9.500000,9.500000000000,1
892297,male,indian_asian,Kwazulu Natal,Cartoon Network,Youth,Wed,Morning,1,0.600000,0.600000000000,1
810359,male,black,Gauteng,Boomerang,Adults,Thu,Afternoon,1,31.933333,31.933333000000,1
810376,male,white,Gauteng,Boomerang,Adults,Fri,Afternoon,1,0.066667,0.066667000000,1
790113,male,other,Western Cape,Break in transmission,Adults,Sun,Afternoon,1,6.533333,6.533333000000,1
378360,male,coloured,Western Cape,Supersport Live Events,Adults,Sat,Morning,1,0.000000,0.000000000000,1
789431,male,black,Mpumalanga,ICC Cricket World Cup 2011,Adults,Wed,Afternoon,1,4.100000,4.100000000000,1
804539,male,None,Gauteng,Africa Magic,Adults,Sat,Morning,1,0.083333,0.083333000000,1
2204601,male,black,Eastern Cape,CNN,Adults,Sun,Night,1,7.500000,7.500000000000,1
772826,male,black,Limpopo,Trace TV,Youth,Sat,Late Night,2,51.600000,25.800000000000,1
2204671,male,coloured,Western Cape,ICC Cricket World Cup 2011,Adults,Wed,Morning,1,4.033333,4.033333000000,1
931297,male,indian_asian,Limpopo,ICC Cricket World Cup 2011,Youth,Wed,Morning,1,0.466667,0.466667000000,1
928017,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Tue,Afternoon,2,8.733333,4.366666500000,1
893794,male,black,North West,Channel O,Youth,Tue,Afternoon,1,2.550000,2.550000000000,1
810414,female,black,Mpumalanga,SuperSport Blitz,Adults,Fri,Night,1,0.600000,0.600000000000,1
773203,male,black,Gauteng,Supersport Live Events,Youth,Thu,Afternoon,1,8.633333,8.633333000000,1
822142,male,black,Gauteng,Cartoon Network,Youth,Thu,Morning,1,0.333333,0.333333000000,1
36057,male,black,Eastern Cape,Africa Magic,Adults,Tue,Morning,1,4.000000,4.000000000000,1
907781,male,white,Gauteng,ICC Cricket World Cup 2011,Youth,Sat,Afternoon,1,70.866667,70.866667000000,1
788466,male,coloured,Western Cape,Supersport Live Events,Youth,Mon,Night,1,0.000000,0.000000000000,1
833401,male,white,Western Cape,Cartoon Network,Youth,Tue,Afternoon,1,0.716667,0.716667000000,1
755814,male,black,Gauteng,SuperSport Blitz,Youth,Sat,Morning,1,0.433333,0.433333000000,1
839938,female,coloured,Eastern Cape,Supersport Live Events,Youth,Fri,Night,1,8.833333,8.833333000000,1
822267,male,black,Gauteng,Africa Magic,Adults,Sat,Night,1,0.216667,0.216667000000,1
909975,male,white,Gauteng,SuperSport Blitz,Adults,Wed,Morning,1,0.000000,0.000000000000,1
773342,male,None,Mpumalanga,Africa Magic,Adults,Sat,Night,1,1.366667,1.366667000000,1
810555,male,black,North West,Channel O,Youth,Fri,Night,1,136.000000,136.000000000000,1
773361,male,black,Gauteng,Channel O,Youth,Mon,Afternoon,1,6.400000,6.400000000000,1
780650,male,black,Mpumalanga,SuperSport Blitz,Adults,Thu,Night,1,5.600000,5.600000000000,1
808826,None,None,None,SuperSport Blitz,Kids,Wed,Afternoon,1,0.133333,0.133333000000,1
810572,male,None,Western Cape,Trace TV,Youth,Wed,Night,1,14.200000,14.200000000000,1
894086,female,black,Mpumalanga,Africa Magic,Youth,Fri,Late Night,2,32.266666,16.133333000000,1
760598,female,black,Mpumalanga,Supersport Live Events,Adults,Thu,Afternoon,1,0.000000,0.000000000000,1
2370842,male,indian_asian,Limpopo,SuperSport Blitz,Adults,Thu,Morning,1,3.200000,3.200000000000,1
867981,male,coloured,Western Cape,Supersport Live Events,Adults,Fri,Morning,1,2.833333,2.833333000000,1
773512,male,black,Eastern Cape,ICC Cricket World Cup 2011,Youth,Thu,Morning,1,0.933333,0.933333000000,1
868069,male,None,Eastern Cape,Cartoon Network,Youth,Sun,Late Night,1,0.983333,0.983333000000,1
810684,male,white,Gauteng,SuperSport Blitz,Adults,Thu,Night,1,0.666667,0.666667000000,1
773521,male,white,Gauteng,ICC Cricket World Cup 2011,Youth,Wed,Afternoon,1,0.266667,0.266667000000,1
2092315,male,black,Kwazulu Natal,E! Entertainment,Adults,Mon,Afternoon,1,4.800000,4.800000000000,1
2289153,male,indian_asian,Gauteng,Channel O,Adults,Sun,Morning,1,4.200000,4.200000000000,1
810743,male,other,Western Cape,Cartoon Network,Youth,Sat,Afternoon,1,0.800000,0.800000000000,1
2423149,male,black,Eastern Cape,Supersport Live Events,Adults,Thu,Morning,1,0.000000,0.000000000000,1
780823,male,white,Western Cape,Supersport Live Events,Adults,Fri,Morning,1,1.000000,1.000000000000,1
909670,male,black,Gauteng,Channel O,Adults,Sat,Afternoon,1,5.950000,5.950000000000,1
626745,male,black,Limpopo,Africa Magic,Youth,Sun,Morning,1,0.783333,0.783333000000,1
2204240,male,coloured,Western Cape,Cartoon Network,Youth,Fri,Night,1,0.683333,0.683333000000,1
2204385,male,coloured,Western Cape,Trace TV,Youth,Fri,Late Night,1,0.200000,0.200000000000,1
931362,male,indian_asian,Limpopo,Vuzu,Youth,Thu,Morning,1,0.000000,0.000000000000,1
893794,male,black,North West,Cartoon Network,Youth,Wed,Night,1,0.000000,0.000000000000,1
773141,male,black,Limpopo,Supersport Live Events,Youth,Mon,Night,1,3.400000,3.400000000000,1
809857,male,black,Mpumalanga,Channel O,Youth,Sat,Afternoon,1,24.600000,24.600000000000,1
810077,male,coloured,Northern Cape,Supersport Live Events,Adults,Sat,Morning,1,5.733333,5.733333000000,1
810145,male,black,Limpopo,Trace TV,Youth,Sun,Morning,1,5.050000,5.050000000000,1
772926,female,coloured,Kwazulu Natal,Africa Magic,Adults,Sun,Morning,1,0.116667,0.116667000000,1
2422144,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Wed,Afternoon,1,58.833333,58.833333000000,1
56830,None,None,None,E! Entertainment,Kids,Sun,Morning,1,20.166667,20.166667000000,1
850656,male,black,Mpumalanga,Channel O,Youth,Sun,Morning,1,0.000000,0.000000000000,1
808934,male,indian_asian,Kwazulu Natal,Supersport Live Events,Adults,Sun,Afternoon,2,2.666666,1.333333000000,1
808950,male,black,Free State,Boomerang,Youth,Thu,Morning,1,0.066667,0.066667000000,1
904063,male,black,Gauteng,Cartoon Network,Youth,Sun,Late Night,1,0.283333,0.283333000000,1
2407123,male,black,Mpumalanga,Cartoon Network,Youth,Tue,Late Night,1,8.666667,8.666667000000,1
820398,male,black,Kwazulu Natal,Channel O,Youth,Tue,Morning,1,7.650000,7.650000000000,1
809000,male,black,Gauteng,Channel O,Adults,Tue,Morning,1,1.100000,1.100000000000,1
809035,male,indian_asian,Gauteng,SuperSport Blitz,Adults,Fri,Night,1,1.033333,1.033333000000,1
742848,male,black,Eastern Cape,SuperSport Blitz,Youth,Tue,Night,1,0.666667,0.666667000000,1
597268,male,black,Eastern Cape,Channel O,Youth,Sun,Afternoon,1,9.100000,9.100000000000,1
904274,male,None,Gauteng,Africa Magic,Youth,Thu,Morning,1,0.750000,0.750000000000,1
809056,male,coloured,Western Cape,Boomerang,Adults,Sat,Night,1,15.266667,15.266667000000,1
809056,male,coloured,Western Cape,Boomerang,Adults,Thu,Night,1,1.166667,1.166667000000,1
820513,male,black,Western Cape,Break in transmission,Kids,Sat,Night,1,0.366667,0.366667000000,1
809128,male,black,Gauteng,Trace TV,Youth,Thu,Late Night,1,2.700000,2.700000000000,1
904480,male,indian_asian,Kwazulu Natal,Supersport Live Events,Adults,Thu,Afternoon,1,1.266667,1.266667000000,1
773728,male,None,Gauteng,Boomerang,Adults,Sat,Night,1,0.383333,0.383333000000,1
820615,male,None,Free State,ICC Cricket World Cup 2011,Adults,Wed,Afternoon,1,2.266667,2.266667000000,1
817449,male,coloured,Western Cape,E! Entertainment,Youth,Sat,Night,1,1.133333,1.133333000000,1
892715,male,black,Gauteng,SawSee,Youth,Sat,Afternoon,1,12.450000,12.450000000000,1
2021277,male,black,Gauteng,Trace TV,Youth,Thu,Afternoon,1,3.350000,3.350000000000,1
901272,female,None,Gauteng,SuperSport Blitz,Youth,Fri,Afternoon,1,0.833333,0.833333000000,1
820605,male,indian_asian,Western Cape,Supersport Live Events,Adults,Sun,Afternoon,1,0.400000,0.400000000000,1
809176,male,black,Kwazulu Natal,Supersport Live Events,Adults,Fri,Afternoon,1,1.000000,1.000000000000,1
939941,male,black,Limpopo,Supersport Live Events,Youth,Mon,Night,1,1.533333,1.533333000000,1
809266,male,coloured,Free State,Trace TV,Adults,Sat,Late Night,1,10.550000,10.550000000000,1
788969,male,black,North West,Cartoon Network,Adults,Sat,Morning,1,2.366667,2.366667000000,1
2090790,male,white,Gauteng,Cartoon Network,Adults,Wed,Afternoon,1,0.000000,0.000000000000,1
2287006,male,black,Gauteng,Supersport Live Events,Youth,Thu,Night,1,4.500000,4.500000000000,1
809304,male,black,Mpumalanga,Supersport Live Events,Adults,Fri,Night,1,1.433333,1.433333000000,1
809325,female,black,Eastern Cape,SuperSport Live Events,Kids,Thu,Late Night,1,0.166667,0.166667000000,1
930447,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Adults,Fri,Night,1,0.766667,0.766667000000,1
789060,male,black,Gauteng,Channel O,Youth,Thu,Night,1,3.700000,3.700000000000,1
789062,male,black,Gauteng,Channel O,Youth,Wed,Afternoon,1,15.750000,15.750000000000,1
809398,male,black,Western Cape,Supersport Live Events,Adults,Tue,Night,1,26.100000,26.100000000000,1
596429,male,white,Gauteng,M-Net,Adults,Tue,Night,1,0.116667,0.116667000000,1
789144,male,black,Gauteng,Supersport Live Events,Adults,Fri,Afternoon,1,10.633333,10.633333000000,1
772309,male,black,Gauteng,Channel O,Youth,Mon,Morning,1,5.200000,5.200000000000,1
958175,male,white,Gauteng,Supersport Live Events,Adults,Fri,Morning,1,0.000000,0.000000000000,1
809552,male,black,Gauteng,SawSee,Youth,Sat,Night,1,0.900000,0.900000000000,1
466620,male,black,Northern Cape,Boomerang,Youth,Mon,Night,1,0.000000,0.000000000000,1
809588,male,black,Eastern Cape,Supersport Live Events,Adults,Tue,Night,1,11.933333,11.933333000000,1
809604,male,black,Western Cape,Trace TV,Youth,Tue,Morning,1,0.600000,0.600000000000,1
821166,male,black,North West,MK,Youth,Tue,Afternoon,1,0.883333,0.883333000000,1
930743,male,indian_asian,Gauteng,Cartoon Network,Youth,Mon,Morning,1,0.083333,0.083333000000,1
98046,male,black,Kwazulu Natal,Africa Magic,Youth,Mon,Night,1,0.233333,0.233333000000,1
809311,male,coloured,Western Cape,ICC Cricket World Cup 2011,Youth,Sat,Afternoon,1,52.366667,52.366667000000,1
772232,male,coloured,Western Cape,Trace TV,Adults,Tue,Afternoon,1,40.200000,40.200000000000,1
2369221,male,black,North West,Africa Magic,Adults,Sun,Morning,1,6.283333,6.283333000000,1
809492,male,indian_asian,Limpopo,ICC Cricket World Cup 2011,Youth,Fri,Afternoon,1,0.433333,0.433333000000,1
893094,female,coloured,Gauteng,Channel O,Youth,Thu,Afternoon,1,0.800000,0.800000000000,1
32180,male,black,North West,Africa Magic,Adults,Sun,Afternoon,1,0.000000,0.000000000000,1
779980,male,coloured,Eastern Cape,Africa Magic,Adults,Thu,Morning,1,0.816667,0.816667000000,1
2360667,male,coloured,Western Cape,DStv Events 1,Kids,Sat,Afternoon,1,1.000000,1.000000000000,1
812006,None,None,None,ICC Cricket World Cup 2011,Kids,Fri,Morning,1,0.000000,0.000000000000,1
